FILE_TYPE,DISCHARGE_MONTH,PREV_YR_AVG,#_RECDS_EXPECTED_(TARGET),#_RECDS_LOADED,SHORTAGE,PCT_OF_PREVYRAVG_SUBMTD_,EXCEPTION_ON_FILE_W/SPARCS,EXTENSION_GRANTED,FILE_LAST_SUBMTD,PFI,AUDIT_YEAR
AS,June,,660,"1,207",,1.46,,,2021   JUL,009448,2021
AS,July,,660,"1,171",,1.41,,,2021   AUG,009448,2021
AS,August,,660,"1,117",,1.35,,,2021   SEP,009448,2021
AS,September,,660,"1,074",,1.3,,,2021   OCT,009448,2021
AS,October,,660,"1,225",,1.48,,,2021   DEC,009448,2021
AS,November,,660,"1,241",,1.5,,,2021   DEC,009448,2021
AS,December,,618,"1,195",,1.44,,,2022   JAN,009448,2021
AS,January,317,253,0,253,0.0,NO,,,004486,2023
AS,February,,237,0,237,0.0,NO,,,004486,2023
AS,January,266,212,249,,0.93,,,2022   APR,001168,2020
AS,February,,199,235,,0.88,,,2022   JAN,001168,2020
AS,March,,212,172,40,0.64,YES,,2021   SEP,001168,2020
AS,April,,212,35,177,0.13,YES,,2021   OCT,001168,2020
AS,May,,212,39,173,0.14,YES,,2021   JUN,001168,2020
AS,June,,212,137,75,0.51,YES,,2022   JAN,001168,2020
AS,July,,212,301,,1.13,,,2022   JAN,001168,2020
AS,August,,212,249,,0.93,,,2022   AUG,001168,2020
AS,September,,212,286,,1.07,,,2022   MAY,001168,2020
AS,October,,212,368,,1.38,,,2022   DEC,001168,2020
AS,November,,212,293,,1.1,,,2022   NOV,001168,2020
AS,December,,199,300,,1.12,,,2022   AUG,001168,2020
ED,January,3849,3079,"4,321",,1.12,,,2021   DEC,001168,2020
ED,February,,2886,"3,846",,0.99,,,2022   JUL,001168,2020
ED,March,,3079,"3,344",,0.86,,,2023   JAN,001168,2020
ED,April,,3079,"1,431",1648,0.37,YES,,2022   NOV,001168,2020
ED,May,,3079,"1,847",1232,0.47,YES,,2022   OCT,001168,2020
ED,June,,3079,"2,203",876,0.57,YES,,2022   DEC,001168,2020
ED,July,,3079,"2,616",463,0.67,YES,,2022   SEP,001168,2020
ED,August,,3079,"2,697",382,0.7,YES,,2023   FEB,001168,2020
ED,September,,3079,"2,715",364,0.7,YES,,2022   SEP,001168,2020
ED,October,,3079,"2,657",422,0.69,YES,,2022   AUG,001168,2020
ED,November,,3079,"2,469",610,0.64,YES,,2022   DEC,001168,2020
ED,December,,2886,"2,627",259,0.68,YES,,2023   JAN,001168,2020
IP,January,1404,1123,"1,406",,1.0,,,2023   FEB,001168,2020
IP,February,,1053,"1,377",,0.98,,,2022   DEC,001168,2020
IP,March,,1123,"1,384",,0.98,,,2023   FEB,001168,2020
IP,April,,1123,"1,160",,0.82,,,2023   FEB,001168,2020
IP,May,,1123,919,204,0.65,YES,,2023   FEB,001168,2020
IP,June,,1123,"1,099",24,0.78,YES,,2022   AUG,001168,2020
IP,July,,1123,"1,203",,0.85,,,2023   FEB,001168,2020
IP,August,,1123,"1,215",,0.86,,,2022   OCT,001168,2020
IP,September,,1123,"1,326",,0.94,,,2022   DEC,001168,2020
AS,January,0,1,0,1,1.0,NO,,,006593,2023
AS,February,,1,0,1,1.0,NO,,,006593,2023
AS,January,492,393,531,,1.07,,,2020   FEB,006789,2020
AS,February,,369,442,,0.89,,,2020   MAR,006789,2020
AS,March,,393,352,41,0.71,YES,,2021   APR,006789,2020
AS,April,,393,0,393,0.0,YES,,,006789,2020
AS,May,,393,150,243,0.3,YES,,2020   JUN,006789,2020
AS,June,,393,510,,1.03,,,2020   JUL,006789,2020
AS,July,,393,561,,1.14,,,2020   AUG,006789,2020
AS,August,,393,562,,1.14,,,2020   SEP,006789,2020
AS,September,,393,579,,1.17,,,2020   OCT,006789,2020
AS,October,,393,598,,1.21,,,2020   NOV,006789,2020
AS,November,,393,548,,1.11,,,2020   DEC,006789,2020
AS,December,,369,569,,1.15,,,2021   JAN,006789,2020
AS,January,532,425,552,,1.03,,,2021   JUL,004563,2019
AS,February,,399,628,,1.18,,,2021   JUL,004563,2019
AS,March,,425,640,,1.2,,,2021   JUL,004563,2019
AS,April,,425,644,,1.21,,,2021   JUL,004563,2019
AS,May,,425,642,,1.2,,,2021   JUL,004563,2019
AS,June,,425,625,,1.17,,,2021   JUL,004563,2019
AS,July,,425,567,,1.06,,,2021   JUL,004563,2019
AS,August,,425,626,,1.17,,,2021   JUL,004563,2019
AS,September,,425,541,,1.01,,,2021   JUL,004563,2019
AS,October,,425,663,,1.24,,,2021   JUL,004563,2019
AS,November,,425,652,,1.22,,,2021   JUL,004563,2019
AS,December,,399,517,,0.97,,,2021   JUL,004563,2019
AS,January,392,313,0,313,0.0,NO,,,009526,2023
AS,February,,294,0,294,0.0,NO,,,009526,2023
AS,January,849,679,967,,1.13,,,2021   FEB,007854,2021
AS,February,,636,844,,0.99,,,2021   MAR,007854,2021
AS,March,,679,"1,196",,1.4,,,2021   APR,007854,2021
AS,April,,679,"1,192",,1.4,,,2021   MAY,007854,2021
AS,May,,679,"1,212",,1.42,,,2021   JUN,007854,2021
AS,June,,679,"1,387",,1.63,,,2021   JUL,007854,2021
AS,July,,679,"1,025",,1.2,,,2021   AUG,007854,2021
AS,August,,679,"1,171",,1.37,,,2021   SEP,007854,2021
AS,September,,679,"1,329",,1.56,,,2021   OCT,007854,2021
AS,October,,679,"1,198",,1.41,,,2021   NOV,007854,2021
AS,November,,679,"1,128",,1.32,,,2022   APR,007854,2021
AS,December,,636,"1,115",,1.31,,,2022   MAY,007854,2021
AS,January,278,222,378,,1.35,,,2019   OCT,007660,2019
AS,February,,208,351,,1.26,,,2020   MAY,007660,2019
AS,March,,222,368,,1.32,,,2020   MAY,007660,2019
AS,April,,222,381,,1.37,,,2019   NOV,007660,2019
AS,May,,222,344,,1.23,,,2019   NOV,007660,2019
AS,June,,222,319,,1.14,,,2019   NOV,007660,2019
AS,July,,222,349,,1.25,,,2019   NOV,007660,2019
AS,August,,222,308,,1.1,,,2019   NOV,007660,2019
AS,September,,222,377,,1.35,,,2019   NOV,007660,2019
AS,October,,222,402,,1.44,,,2019   DEC,007660,2019
AS,November,,222,282,,1.01,,,2019   DEC,007660,2019
AS,December,,208,298,,1.07,,,2020   MAY,007660,2019
AS,January,1024,819,992,,0.96,,,2020   FEB,009274,2020
AS,February,,768,965,,0.94,,,2020   MAR,009274,2020
AS,March,,819,500,319,0.48,YES,,2020   APR,009274,2020
AS,April,,819,0,819,0.0,YES,,,009274,2020
AS,May,,819,0,819,0.0,YES,,,009274,2020
AS,June,,819,323,496,0.31,YES,,2020   JUL,009274,2020
AS,July,,819,774,45,0.75,YES,,2020   AUG,009274,2020
AS,August,,819,872,,0.85,,,2020   SEP,009274,2020
AS,September,,819,901,,0.87,,,2020   OCT,009274,2020
AS,October,,819,"1,048",,1.02,,,2020   DEC,009274,2020
AS,November,,819,914,,0.89,,,2021   JAN,009274,2020
AS,December,,768,833,,0.81,,,2021   MAR,009274,2020
AS,January,316,252,233,19,0.73,NO,,2022   AUG,001168,2022
AS,February,,237,298,,0.94,,,2023   JAN,001168,2022
AS,March,,252,410,,1.29,,,2023   MAR,001168,2022
AS,April,,252,341,,1.07,,,2023   FEB,001168,2022
AS,May,,252,374,,1.18,,,2023   JAN,001168,2022
AS,June,,252,356,,1.12,,,2023   FEB,001168,2022
AS,July,,252,288,,0.91,,,2023   FEB,001168,2022
AS,August,,252,347,,1.09,,,2023   FEB,001168,2022
AS,September,,252,338,,1.06,,,2023   MAR,001168,2022
AS,October,,252,318,,1.0,,,2023   FEB,001168,2022
AS,November,,252,311,,0.98,,,2023   FEB,001168,2022
AS,December,,237,286,,0.9,,,2023   MAR,001168,2022
ED,January,2966,2372,"2,735",,0.92,,,2023   FEB,001168,2022
ED,February,,2224,"2,478",,0.83,,,2023   FEB,001168,2022
ED,March,,2372,"3,036",,1.02,,,2023   MAR,001168,2022
ED,April,,2372,"3,071",,1.03,,,2023   FEB,001168,2022
ED,May,,2372,"3,380",,1.13,,,2023   FEB,001168,2022
ED,June,,2372,"3,225",,1.08,,,2023   FEB,001168,2022
ED,July,,2372,"3,077",,1.03,,,2023   MAR,001168,2022
ED,August,,2372,"3,063",,1.03,,,2023   MAR,001168,2022
ED,September,,2372,"3,088",,1.04,,,2023   FEB,001168,2022
ED,October,,2372,"2,980",,1.0,,,2023   MAR,001168,2022
ED,November,,2372,"3,202",,1.07,,,2023   MAR,001168,2022
ED,December,,2224,"3,260",,1.09,,,2023   MAR,001168,2022
IP,January,1242,993,"1,159",,0.93,,,2023   FEB,001168,2022
IP,February,,931,"1,134",,0.91,,,2023   FEB,001168,2022
IP,March,,993,"1,367",,1.1,,,2023   FEB,001168,2022
IP,April,,993,"1,226",,0.98,,,2023   FEB,001168,2022
IP,May,,993,"1,225",,0.98,,,2023   FEB,001168,2022
IP,June,,993,"1,308",,1.05,,,2023   FEB,001168,2022
IP,July,,993,"1,178",,0.94,,,2023   MAR,001168,2022
IP,August,,993,"1,271",,1.02,,,2023   MAR,001168,2022
IP,September,,993,"1,284",,1.03,,,2023   MAR,001168,2022
AS,January,439,351,387,,0.88,,,2023   FEB,001446,2023
AS,February,,329,0,329,0.0,NO,,,001446,2023
AS,January,135,108,78,30,0.57,YES,,2022   MAY,009792,2022
AS,February,,101,122,,0.9,,,2023   FEB,009792,2022
AS,March,,108,118,,0.87,,,2022   MAY,009792,2022
AS,April,,108,133,,0.98,,,2022   MAY,009792,2022
AS,May,,108,128,,0.94,,,2023   FEB,009792,2022
AS,June,,108,115,,0.85,,,2023   FEB,009792,2022
AS,July,,108,157,,1.16,,,2023   FEB,009792,2022
AS,August,,108,169,,1.25,,,2023   FEB,009792,2022
AS,September,,108,178,,1.31,,,2023   FEB,009792,2022
AS,October,,108,75,33,0.55,NO,,2023   FEB,009792,2022
AS,November,,108,0,108,0.0,NO,,,009792,2022
AS,December,,101,0,101,0.0,NO,,,009792,2022
AS,January,0,1,0,1,1.0,NO,,,004140,2023
AS,February,,1,0,1,1.0,NO,,,004140,2023
AS,January,23,18,31,,1.34,,,2023   FEB,009733,2023
AS,February,,17,0,17,0.0,NO,,,009733,2023
AS,January,352,281,415,,1.17,,,2020   MAY,000676,2019
AS,February,,264,428,,1.21,,,2020   MAY,000676,2019
AS,March,,281,409,,1.16,,,2020   MAY,000676,2019
AS,April,,281,445,,1.26,,,2020   JUN,000676,2019
AS,May,,281,456,,1.29,,,2020   MAY,000676,2019
AS,June,,281,467,,1.32,,,2020   MAY,000676,2019
AS,July,,281,408,,1.15,,,2020   MAY,000676,2019
AS,August,,281,480,,1.36,,,2020   JUN,000676,2019
AS,September,,281,456,,1.29,,,2020   JUN,000676,2019
AS,October,,281,483,,1.37,,,2020   JUN,000676,2019
AS,November,,281,513,,1.45,,,2020   JUN,000676,2019
AS,December,,264,406,,1.15,,,2020   JUN,000676,2019
ED,January,611,488,639,,1.04,,,2020   MAY,000676,2019
ED,February,,458,576,,0.94,,,2020   JUN,000676,2019
ED,March,,488,706,,1.15,,,2020   MAY,000676,2019
ED,April,,488,631,,1.03,,,2020   MAY,000676,2019
ED,May,,488,686,,1.12,,,2020   MAY,000676,2019
ED,June,,488,682,,1.11,,,2020   JUN,000676,2019
ED,July,,488,687,,1.12,,,2020   JUN,000676,2019
ED,August,,488,630,,1.03,,,2020   JUN,000676,2019
ED,September,,488,632,,1.03,,,2020   JUN,000676,2019
ED,October,,488,692,,1.13,,,2020   JUN,000676,2019
ED,November,,488,557,,0.91,,,2020   JUN,000676,2019
ED,December,,458,609,,0.99,,,2020   JUN,000676,2019
IP,January,201,160,214,,1.06,,,2020   JAN,000676,2019
IP,February,,150,190,,0.94,,,2020   JUN,000676,2019
IP,March,,160,177,,0.88,,,2020   JAN,000676,2019
IP,April,,160,230,,1.14,,,2022   MAY,000676,2019
IP,May,,160,231,,1.14,,,2020   FEB,000676,2019
IP,June,,160,183,,0.91,,,2022   MAY,000676,2019
IP,July,,160,228,,1.13,,,2022   MAY,000676,2019
IP,August,,160,213,,1.05,,,2022   MAY,000676,2019
IP,September,,160,197,,0.98,,,2022   MAY,000676,2019
IP,January,25,20,19,1,0.76,YES,,2021   MAY,000340,2021
IP,February,,18,16,2,0.64,YES,,2021   JUN,000340,2021
IP,March,,20,29,,1.16,,,2021   JUN,000340,2021
IP,April,,20,25,,1.0,,,2022   FEB,000340,2021
IP,May,,20,21,,0.84,,,2021   AUG,000340,2021
IP,June,,20,25,,1.0,,,2021   OCT,000340,2021
IP,July,,20,23,,0.92,,,2021   OCT,000340,2021
IP,August,,20,19,1,0.76,YES,,2021   OCT,000340,2021
IP,September,,20,28,,1.12,,,2021   NOV,000340,2021
IP,October,,20,17,3,0.68,YES,,2021   DEC,000340,2021
IP,November,,20,22,,0.88,,,2022   JAN,000340,2021
IP,December,,18,35,,1.4,,,2022   FEB,000340,2021
OP,January,3765,3012,"4,180",,1.11,,,2022   FEB,000340,2021
OP,February,,2823,"4,018",,1.06,,,2022   FEB,000340,2021
OP,March,,3012,"4,666",,1.23,,,2022   FEB,000340,2021
OP,April,,3012,"4,332",,1.15,,,2022   FEB,000340,2021
OP,May,,3012,"4,274",,1.13,,,2022   FEB,000340,2021
OP,June,,3012,"4,299",,1.14,,,2022   FEB,000340,2021
OP,July,,3012,"4,202",,1.11,,,2022   FEB,000340,2021
OP,August,,3012,"4,132",,1.09,,,2022   FEB,000340,2021
OP,September,,3012,"4,799",,1.27,,,2022   FEB,000340,2021
OP,October,,3012,"3,736",,0.99,,,2022   FEB,000340,2021
OP,November,,3012,"4,688",,1.24,,,2022   FEB,000340,2021
OP,December,,2823,"4,331",,1.15,,,2022   FEB,000340,2021
AS,January,468,374,454,,0.97,,,2020   OCT,000330,2020
AS,February,,351,383,,0.81,,,2020   OCT,000330,2020
AS,March,,374,340,34,0.72,YES,,2020   OCT,000330,2020
AS,April,,374,109,265,0.23,YES,,2021   MAR,000330,2020
AS,May,,374,230,144,0.49,YES,,2020   JUL,000330,2020
AS,June,,374,386,,0.82,,,2020   AUG,000330,2020
AS,July,,374,431,,0.92,,,2020   OCT,000330,2020
AS,August,,374,427,,0.91,,,2020   OCT,000330,2020
AS,September,,374,446,,0.95,,,2020   NOV,000330,2020
AS,October,,374,380,,0.81,,,2021   MAR,000330,2020
AS,November,,374,428,,0.91,,,2021   JAN,000330,2020
AS,December,,351,393,,0.83,,,2021   FEB,000330,2020
ED,January,1688,1350,"1,610",,0.95,,,2020   OCT,000330,2020
ED,February,,1266,"1,610",,0.95,,,2020   MAY,000330,2020
ED,March,,1350,"1,307",43,0.77,YES,,2020   JUN,000330,2020
ED,April,,1350,784,566,0.46,YES,,2020   NOV,000330,2020
ED,May,,1350,956,394,0.56,YES,,2020   AUG,000330,2020
ED,June,,1350,"1,176",174,0.69,YES,,2020   AUG,000330,2020
ED,July,,1350,"1,318",32,0.78,YES,,2020   OCT,000330,2020
ED,August,,1350,"1,325",25,0.78,YES,,2020   NOV,000330,2020
ED,September,,1350,"1,231",119,0.72,YES,,2020   DEC,000330,2020
ED,October,,1350,"1,171",179,0.69,YES,,2021   JAN,000330,2020
ED,November,,1350,"1,048",302,0.62,YES,,2021   JAN,000330,2020
ED,December,,1266,"1,029",237,0.6,YES,,2021   MAR,000330,2020
IP,January,218,174,210,,0.96,,,2020   OCT,000330,2020
IP,February,,163,179,,0.82,,,2020   APR,000330,2020
IP,March,,174,185,,0.84,,,2020   OCT,000330,2020
IP,April,,174,178,,0.81,,,2021   MAR,000330,2020
IP,May,,174,183,,0.83,,,2020   JUL,000330,2020
IP,June,,174,200,,0.91,,,2020   AUG,000330,2020
IP,July,,174,193,,0.88,,,2020   OCT,000330,2020
IP,August,,174,206,,0.94,,,2021   MAR,000330,2020
IP,September,,174,208,,0.95,,,2021   MAR,000330,2020
AS,January,1722,1377,"1,893",,1.09,,,2022   AUG,000925,2020
AS,February,,1291,"1,637",,0.95,,,2021   APR,000925,2020
AS,March,,1377,"1,401",,0.81,,,2020   DEC,000925,2020
AS,April,,1377,200,1177,0.11,YES,,2020   AUG,000925,2020
AS,May,,1377,342,1035,0.19,YES,,2021   APR,000925,2020
AS,June,,1377,"1,359",18,0.78,YES,,2022   AUG,000925,2020
AS,July,,1377,"1,699",,0.98,,,2022   AUG,000925,2020
AS,August,,1377,"1,658",,0.96,,,2021   APR,000925,2020
AS,September,,1377,"1,690",,0.98,,,2021   APR,000925,2020
AS,October,,1377,"1,814",,1.05,,,2022   AUG,000925,2020
AS,November,,1377,"1,658",,0.96,,,2022   AUG,000925,2020
AS,December,,1291,"1,559",,0.9,,,2021   APR,000925,2020
ED,January,5594,4475,"6,160",,1.1,,,2021   APR,000925,2020
ED,February,,4195,"5,146",,0.91,,,2021   APR,000925,2020
ED,March,,4475,"5,146",,0.91,,,2021   APR,000925,2020
ED,April,,4475,"2,859",1616,0.51,YES,,2020   SEP,000925,2020
ED,May,,4475,"2,419",2056,0.43,YES,,2021   APR,000925,2020
ED,June,,4475,"2,996",1479,0.53,YES,,2021   APR,000925,2020
ED,July,,4475,"3,711",764,0.66,NO,,2020   NOV,000925,2020
ED,August,,4475,"4,053",422,0.72,NO,,2021   APR,000925,2020
ED,September,,4475,"3,761",714,0.67,NO,,2021   APR,000925,2020
ED,October,,4475,"3,939",536,0.7,NO,,2021   APR,000925,2020
ED,November,,4475,"4,134",341,0.73,NO,,2021   AUG,000925,2020
ED,December,,4195,"4,105",90,0.73,NO,,2021   AUG,000925,2020
IP,January,2163,1730,"2,187",,1.01,,,2021   AUG,000925,2020
IP,February,,1622,"1,947",,0.9,,,2021   AUG,000925,2020
IP,March,,1730,"1,947",,0.9,,,2021   AUG,000925,2020
IP,April,,1730,"1,901",,0.87,,,2021   AUG,000925,2020
IP,May,,1730,"1,719",11,0.79,YES,,2021   AUG,000925,2020
IP,June,,1730,"1,953",,0.9,,,2021   AUG,000925,2020
IP,July,,1730,"2,150",,0.99,,,2022   JAN,000925,2020
IP,August,,1730,"2,005",,0.92,,,2022   JAN,000925,2020
IP,September,,1730,"2,018",,0.93,,,2021   AUG,000925,2020
AS,January,610,488,424,64,0.69,NO,,2023   FEB,009804,2023
AS,February,,457,0,457,0.0,NO,,,009804,2023
AS,January,336,268,323,,0.96,,,2020   MAR,000158,2020
AS,February,,252,281,,0.83,,,2020   APR,000158,2020
AS,March,,268,223,45,0.66,YES,,2020   JUN,000158,2020
AS,April,,268,51,217,0.15,YES,,2020   JUL,000158,2020
AS,May,,268,181,87,0.53,YES,,2020   JUL,000158,2020
AS,June,,268,261,7,0.77,YES,,2020   OCT,000158,2020
AS,July,,268,308,,0.91,,,2020   OCT,000158,2020
AS,August,,268,360,,1.07,,,2020   OCT,000158,2020
AS,September,,268,311,,0.92,,,2020   DEC,000158,2020
AS,October,,268,367,,1.09,,,2022   FEB,000158,2020
AS,November,,268,329,,0.97,,,2022   FEB,000158,2020
AS,December,,252,216,36,0.64,YES,,2022   FEB,000158,2020
ED,January,2215,1772,"2,216",,1.0,,,2020   JUN,000158,2020
ED,February,,1661,"2,086",,0.94,,,2020   JUL,000158,2020
ED,March,,1772,"1,735",37,0.78,YES,,2020   JUL,000158,2020
ED,April,,1772,941,831,0.42,YES,,2020   JUL,000158,2020
ED,May,,1772,"1,297",475,0.58,YES,,2020   JUL,000158,2020
ED,June,,1772,"1,483",289,0.66,YES,,2020   AUG,000158,2020
ED,July,,1772,"1,698",74,0.76,YES,,2020   OCT,000158,2020
ED,August,,1772,"1,601",171,0.72,YES,,2020   OCT,000158,2020
ED,September,,1772,"1,654",118,0.74,YES,,2020   DEC,000158,2020
ED,October,,1772,"1,566",206,0.7,YES,,2022   APR,000158,2020
ED,November,,1772,"1,527",245,0.68,YES,,2022   APR,000158,2020
ED,December,,1661,"1,331",330,0.6,YES,,2022   FEB,000158,2020
IP,January,307,245,310,,1.0,,,2020   AUG,000158,2020
IP,February,,230,295,,0.96,,,2020   JUN,000158,2020
IP,March,,245,286,,0.93,,,2020   AUG,000158,2020
IP,April,,245,224,21,0.72,YES,,2020   JUL,000158,2020
IP,May,,245,234,11,0.76,YES,,2020   JUL,000158,2020
IP,June,,245,256,,0.83,,,2020   AUG,000158,2020
IP,July,,245,298,,0.97,,,2020   DEC,000158,2020
IP,August,,245,225,20,0.73,YES,,2020   OCT,000158,2020
IP,September,,245,229,16,0.74,YES,,2020   DEC,000158,2020
AS,January,76,60,20,40,0.26,YES,,2021   AUG,000891,2021
AS,February,,57,4,53,0.05,YES,,2021   MAR,000891,2021
AS,March,,60,49,11,0.64,YES,,2021   MAY,000891,2021
AS,April,,60,69,,0.9,,,2021   JUN,000891,2021
AS,May,,60,65,,0.85,,,2021   JUN,000891,2021
AS,June,,60,59,1,0.77,YES,,2021   JUL,000891,2021
AS,July,,60,62,,0.81,,,2021   AUG,000891,2021
AS,August,,60,83,,1.09,,,2021   NOV,000891,2021
AS,September,,60,108,,1.42,,,2021   NOV,000891,2021
AS,October,,60,110,,1.44,,,2021   DEC,000891,2021
AS,November,,60,100,,1.31,,,2022   JAN,000891,2021
AS,December,,57,67,,0.88,,,2022   FEB,000891,2021
ED,January,365,292,301,,0.82,,,2021   AUG,000891,2021
ED,February,,273,295,,0.8,,,2021   AUG,000891,2021
ED,March,,292,373,,1.02,,,2021   MAY,000891,2021
ED,April,,292,358,,0.98,,,2021   JUN,000891,2021
ED,May,,292,450,,1.23,,,2021   JUN,000891,2021
ED,June,,292,563,,1.54,,,2021   JUL,000891,2021
ED,July,,292,623,,1.7,,,2021   AUG,000891,2021
ED,August,,292,633,,1.73,,,2021   NOV,000891,2021
ED,September,,292,467,,1.27,,,2021   NOV,000891,2021
ED,October,,292,417,,1.14,,,2021   DEC,000891,2021
ED,November,,292,361,,0.98,,,2022   JAN,000891,2021
ED,December,,273,399,,1.09,,,2022   FEB,000891,2021
IP,January,160,128,100,28,0.62,YES,,2021   APR,000891,2021
IP,February,,120,116,4,0.72,YES,,2021   APR,000891,2021
IP,March,,128,149,,0.93,,,2021   MAY,000891,2021
IP,April,,128,156,,0.97,,,2021   MAY,000891,2021
IP,May,,128,158,,0.98,,,2021   JUN,000891,2021
IP,June,,128,158,,0.98,,,2021   JUL,000891,2021
IP,July,,128,149,,0.93,,,2022   JAN,000891,2021
IP,August,,128,161,,1.0,,,2021   NOV,000891,2021
IP,September,,128,158,,0.98,,,2021   NOV,000891,2021
AS,January,0,1,0,1,1.0,NO,,,010393,2020
AS,February,,1,0,1,1.0,NO,,,010393,2020
AS,March,,1,0,1,1.0,NO,,,010393,2020
AS,April,,1,0,1,1.0,NO,,,010393,2020
AS,May,,1,0,1,1.0,NO,,,010393,2020
AS,June,,1,0,1,1.0,NO,,,010393,2020
AS,July,,1,0,1,1.0,NO,,,010393,2020
AS,August,,1,220,,1.0,,,2022   SEP,010393,2020
AS,September,,1,302,,1.0,,,2022   SEP,010393,2020
AS,October,,1,330,,1.0,,,2022   SEP,010393,2020
AS,November,,1,206,,1.0,,,2022   SEP,010393,2020
AS,December,,1,240,,1.0,,,2022   SEP,010393,2020
AS,January,1147,917,999,,0.87,,,2022   MAY,007854,2022
AS,February,,860,"1,016",,0.88,,,2022   MAY,007854,2022
AS,March,,917,"1,302",,1.13,,,2022   JUN,007854,2022
AS,April,,917,999,,0.87,,,2022   JUN,007854,2022
AS,May,,917,"1,256",,1.09,,,2022   JUN,007854,2022
AS,June,,917,"1,278",,1.11,,,2022   JUL,007854,2022
AS,July,,917,"1,030",,0.89,,,2022   AUG,007854,2022
AS,August,,917,"1,249",,1.08,,,2022   SEP,007854,2022
AS,September,,917,"1,258",,1.09,,,2022   OCT,007854,2022
AS,October,,917,"1,316",,1.14,,,2022   NOV,007854,2022
AS,November,,917,"1,296",,1.12,,,2022   DEC,007854,2022
AS,December,,860,"1,121",,0.97,,,2023   JAN,007854,2022
AS,January,1093,874,"1,113",,1.01,,,2020   OCT,000471,2020
AS,February,,819,"1,016",,0.92,,,2021   JAN,000471,2020
AS,March,,874,591,283,0.54,YES,,2021   MAR,000471,2020
AS,April,,874,135,739,0.12,YES,,2020   SEP,000471,2020
AS,May,,874,880,,0.8,,,2021   FEB,000471,2020
AS,June,,874,"1,055",,0.96,,,2021   MAR,000471,2020
AS,July,,874,"1,034",,0.94,,,2021   FEB,000471,2020
AS,August,,874,"1,023",,0.93,,,2021   FEB,000471,2020
AS,September,,874,"1,183",,1.08,,,2021   MAR,000471,2020
AS,October,,874,"1,283",,1.17,,,2021   MAR,000471,2020
AS,November,,874,"1,090",,0.99,,,2021   MAR,000471,2020
AS,December,,819,675,144,0.61,YES,,2021   MAR,000471,2020
ED,January,3364,2691,"3,395",,1.0,,,2021   MAR,000471,2020
ED,February,,2523,"2,934",,0.87,,,2021   MAR,000471,2020
ED,March,,2691,"2,561",130,0.76,YES,,2021   MAR,000471,2020
ED,April,,2691,"2,216",475,0.65,YES,,2021   MAR,000471,2020
ED,May,,2691,"2,685",6,0.79,YES,,2021   MAR,000471,2020
ED,June,,2691,"2,649",42,0.78,YES,,2021   MAR,000471,2020
ED,July,,2691,"2,696",,0.8,,,2021   MAR,000471,2020
ED,August,,2691,"2,752",,0.81,,,2021   MAR,000471,2020
ED,September,,2691,"2,620",71,0.77,YES,,2021   MAR,000471,2020
ED,October,,2691,"2,697",,0.8,,,2021   MAR,000471,2020
ED,November,,2691,"2,624",67,0.78,YES,,2021   MAR,000471,2020
ED,December,,2523,"4,490",,1.33,,,2021   MAR,000471,2020
IP,January,1658,1326,"1,760",,1.06,,,2021   MAY,000471,2020
IP,February,,1243,"1,589",,0.95,,,2021   MAY,000471,2020
IP,March,,1326,"1,421",,0.85,,,2021   MAY,000471,2020
IP,April,,1326,"1,050",276,0.63,YES,,2021   MAY,000471,2020
IP,May,,1326,"1,336",,0.8,,,2021   MAY,000471,2020
IP,June,,1326,"1,682",,1.01,,,2021   MAY,000471,2020
IP,July,,1326,"1,602",,0.96,,,2021   MAY,000471,2020
IP,August,,1326,"1,680",,1.01,,,2021   MAY,000471,2020
IP,September,,1326,"1,584",,0.95,,,2021   MAY,000471,2020
AS,January,269,215,238,,0.88,,,2022   MAR,000118,2022
AS,February,,201,262,,0.97,,,2022   JUN,000118,2022
AS,March,,215,331,,1.23,,,2022   JUN,000118,2022
AS,April,,215,282,,1.04,,,2022   JUN,000118,2022
AS,May,,215,234,,0.86,,,2022   NOV,000118,2022
AS,June,,215,253,,0.94,,,2022   NOV,000118,2022
AS,July,,215,0,215,0.0,NO,,,000118,2022
AS,August,,215,354,,1.31,,,2022   NOV,000118,2022
AS,September,,215,357,,1.32,,,2022   DEC,000118,2022
AS,October,,215,356,,1.32,,,2022   DEC,000118,2022
AS,November,,215,312,,1.15,,,2023   FEB,000118,2022
AS,December,,201,289,,1.07,,,2023   FEB,000118,2022
IP,January,90,72,76,,0.84,,,2022   MAR,000118,2022
IP,February,,67,69,,0.76,,,2022   JUN,000118,2022
IP,March,,72,77,,0.85,,,2022   DEC,000118,2022
IP,April,,72,73,,0.81,,,2022   DEC,000118,2022
IP,May,,72,84,,0.93,,,2022   NOV,000118,2022
IP,June,,72,71,1,0.78,NO,,2022   DEC,000118,2022
IP,July,,72,75,,0.83,,,2022   DEC,000118,2022
IP,August,,72,77,,0.85,,,2022   DEC,000118,2022
IP,September,,72,77,,0.85,,,2022   DEC,000118,2022
IP,October,,72,75,,0.83,,,2022   DEC,000118,2022
IP,November,,72,83,,0.92,,,2023   FEB,000118,2022
IP,December,,67,60,7,0.66,NO,,2023   FEB,000118,2022
OP,January,1270,1016,"1,245",,0.98,,,2022   MAR,000118,2022
OP,February,,952,"1,348",,1.06,,,2022   JUN,000118,2022
OP,March,,1016,"1,748",,1.37,,,2022   JUN,000118,2022
